Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
160;"Faculdade Norte Capixaba de São Mateus (MULTIVIX)";ES;Privada;0;0;68;17.5;160;6.71;250;2.79;1;8;;
161;"Faculdade Capixaba de Nova Venécia (MULTIVIX)";ES;Privada;0;0;70;17.28;153;6.77;307;2.51;1;8;;
162;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (IFRS)";RS;Pública;;;71;17.27;80;7.36;120;3.42;183;6.49;;
163;"Instituto Superior de Teologia Aplicada (INTA)";CE;Privada;0;0;72;17.1;65;7.48;490;1.62;1;8;;
163;"Universidade Federal do Acre (UFAC)";AC;Pública;0;0;72;17.1;287;5.68;120;3.42;1;8;;
165;"Universidade Camilo Castelo Branco (UNICASTELO)";SP;Privada;121;7.2;460;9.86;446;4.39;653;0.83;406;4.64;;
166;"Faculdade de Ensino Superior e Formação Integral (FAEF)";SP;Privada;;;74;17.04;157;6.73;348;2.31;1;8;;
167;"Universidade Regional Integrada do Alto Uruguai e das Missões (URI)";RS;Privada;121;7.2;464;9.83;429;4.53;196;3.05;695;2.25;0;0
167;"Fundação Universidade Federal da Grande Dourados (UFGD)";MS;Pública;;;75;17.03;104;7.16;118;3.43;189;6.44;0;0
169;"Centro Universitário Augusto Motta (UNISUAM)";RJ;Privada;121;7.2;468;9.82;456;4.31;498;1.58;492;3.93;;
170;"Faculdade de Ciências Sociais e Agrárias de Itapeva (FAIT)";SP;Privada;;;77;17.01;69;7.45;503;1.56;1;8;;
171;"Universidade São Francisco (USF)";SP;Privada;0;0;78;16.99;68;7.46;126;3.39;225;6.14;0;0
172;"Faculdade Dom Luis de Orleans e Bragança (FARRP)";BA;Privada;;;79;16.94;252;5.96;210;2.98;1;8;;
173;"Universidade Estadual Do Paraná (UNESPAR)";PR;Pública;0;0;81;16.83;279;5.74;188;3.09;1;8;;
173;"Faculdade Anglo-Americano de Chapecó (FAACH)";SC;Privada;;;81;16.83;391;4.84;3;3.99;1;8;;
175;"Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA)";PA;Pública;;;83;16.82;273;5.79;200;3.03;1;8;;
176;"Faculdade do Litoral Sul Paulista (FALS)";SP;Privada;0;0;84;16.8;270;5.82;210;2.98;1;8;;
177;"Universidade Santa Cecília (UNISANTA)";SP;Privada;0;0;85;16.72;151;6.78;424;1.94;1;8;;
177;"Faculdade das Américas (FAM)";SP;Privada;;;85;16.72;88;7.29;529;1.43;1;8;;
179;"Centro Universitário Franciscano (UNIFRA)";RS;Privada;0;0;89;16.58;98;7.21;198;3.04;202;6.33;;
180;"Faculdade de Ciências Humanas e Sociais (FACULDADE AGES)";BA;Privada;;;91;16.52;187;6.49;406;2.03;1;8;;
181;"Centro Universitário Módulo (MÓDULO)";SP;Privada;0;0;92;16.47;85;7.32;225;2.91;213;6.24;;
181;"Faculdades Integradas da Vitória de Santo Antão (FAINTVISA)";PE;Privada;;;92;16.47;138;6.89;498;1.58;1;8;;
183;"Faculdade Capixaba da Serra (MULTIVIX)";ES;Privada;;;96;16.45;79;7.37;260;2.74;201;6.34;;
183;"Universidade Presidente Antônio Carlos (UNIPAC)";MG;Privada;121;7.2;519;9.25;577;3.33;266;2.71;579;3.21;0;0
185;"Faculdade Nossa Cidade (FNC)";SP;Privada;0;0;97;16.44;133;6.93;513;1.51;1;8;;
186;"Centro Universitário Univates (UNIVATES)";RS;Privada;0;0;98;16.4;114;7.08;122;3.41;253;5.91;;
