Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
158;"Centro Universitário de Lins (UNILINS)";SP;Privada;;;150;7.88;106;4.6;109;1.52;193;1.76;0;0
159;"Centro Universitário Monte Serrat (UNIMONTE)";SP;Privada;;;152;7.85;136;3.63;110;1.49;163;2.73;;
160;"Universidade Estadual de Mato Grosso do Sul (UEMS)";MS;Pública;0;0;153;7.78;112;4.41;51;2.85;231;0.52;;
161;"Centro Regional Universitário de Espírito Santo do Pinhal (UNIPINHAL)";SP;Privada;;;155;7.62;149;3.21;75;2.3;182;2.11;;
162;"Faculdade de Roseira (FARO)";SP;Privada;0;0;156;7.54;131;3.79;145;0.69;153;3.06;;
163;"Centro Universitário Dinâmica das Cataratas (UDC)";PR;Privada;0;0;157;7.53;187;1.98;146;0.67;97;4.88;;
164;"Centro Universitário Luterano de Manaus (CEULM/ULBRA)";AM;Privada;0;0;159;7.43;190;1.88;171;0.09;79;5.46;;
165;"Universidade Metodista de São Paulo (UMESP)";SP;Privada;0;0;160;7.4;146;3.3;;;121;4.1;;
166;"Centro Universitário da Fundação Educacional de Barretos (UNIFEB)";SP;Privada;;;161;7.36;119;4.18;127;1.1;183;2.08;;
166;"Centro Universitário Estácio de Sá de Santa Catarina (FESSC)";SC;Privada;;;161;7.36;65;5.93;;;203;1.43;;
168;"Faculdades Integradas de Três Lagoas (AEMS)";MS;Privada;0;0;163;7.31;140;3.5;;;130;3.81;;
169;"Faculdade de Americana (FAM)";SP;Privada;0;0;165;7.17;115;4.31;89;1.98;220;0.88;;
170;"Universidade do Estado do Pará (UEPA)";PA;Pública;0;0;166;7.14;172;2.46;;;103;4.68;;
171;"Faculdade de Jaguariúna (FAJ)";SP;Privada;;;168;7.02;167;2.62;40;3.1;207;1.3;;
172;"Faculdade Maurício de Nassau de João Pessoa (FMN JOÃO PESSOA)";PB;Privada;0;0;169;6.98;153;3.08;;;127;3.9;;
173;"Centro Universitário de Caratinga (UNEC)";MG;Privada;;;170;6.95;177;2.3;103;1.66;155;2.99;;
