Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
160;"Faculdade de Ciências da Saúde de Barretos Dr. Paulo Prata (FCSB)";SP;Privada;;;140;7.59;46;6.29;;;177;1.3;;
161;"Universidade de Santo Amaro (UNISA)";SP;Privada;;;141;7.51;104;4.1;63;2.42;185;0.99;;
162;"Faculdades Pequeno Príncipe (FPP)";PR;Privada;;;142;7.4;37;6.64;;;191;0.76;;
163;"Universidade São Francisco (USF)";SP;Privada;;;143;7.21;132;3.03;79;2.01;154;2.17;0;0
164;"Faculdades Integradas da União Educacional do Planalto Central (FACIPLAC)";DF;Privada;;;146;7.07;153;2.24;133;0.64;101;4.19;;
165;"Instituto de Ciências da Saúde (ICS)";MG;Privada;;;147;6.98;179;1.25;111;1.2;92;4.53;;
166;"Faculdade da Saúde e Ecologia Humana (FASEH)";MG;Privada;;;148;6.96;134;2.96;91;1.71;151;2.29;;
167;"Instituto Metropolitano de Ensino Superior (IMES)";MG;Privada;;;150;6.74;131;3.07;95;1.61;157;2.06;;
168;"Universidade da Região de Joinville (UNIVILLE)";SC;Pública;0;0;151;6.26;144;2.58;60;2.5;180;1.18;;
169;"Centro Universitário Serra dos Órgãos (UNIFESO)";RJ;Privada;0;0;152;6.24;128;3.19;149;0.23;137;2.82;;
170;"Faculdades Integradas de Patos (FIP)";PB;Privada;;;156;6.04;121;3.45;;;143;2.59;;
171;"Universidade Nilton Lins (UNINILTONLINS)";AM;Privada;;;157;6;149;2.39;157;0.03;117;3.58;;
172;"Faculdade de Minas Bh (FAMINAS-BH)";MG;Privada;0;0;159;5.92;61;5.73;;;206;0.19;;
173;"Faculdade de Ciências Biomédicas de Cacoal (FACIMED)";RO;Privada;;;160;5.85;148;2.43;148;0.26;128;3.16;;
174;"Centro Universitário de Patos de Minas (UNIPAM)";MG;Privada;0;0;161;5.82;192;0.76;115;1.1;107;3.96;;
175;"Universidade Salvador (UNIFACS)";BA;Privada;0;0;162;5.76;69;5.42;;;202;0.34;;
176;"Universidade Iguaçu (UNIG)";RJ;Privada;0;0;163;5.74;162;1.9;142;0.41;121;3.43;;
177;"Faculdade Assis Gurgacz (FAG)";PR;Privada;0;0;166;5.54;159;2.01;75;2.12;174;1.41;;
178;"Universidade de Rio Verde (FESURV)";GO;Pública;;;169;5.49;181;1.18;;;98;4.31;;
179;"Faculdades Integradas Aparício Carvalho (FIMCA)";RO;Privada;0;0;170;5.45;198;0.53;146;0.31;90;4.61;;
180;"Faculdade Ubaense Ozanam Coelho (FAGOC)";MG;Privada;;;172;5.23;98;4.32;;;187;0.91;;
181;"Faculdade de Minas (FAMINAS)";MG;Privada;;;175;5.12;83;4.89;;;205;0.23;;
182;"Universidade do Planalto Catarinense (UNIPLAC)";SC;Pública;0;0;176;5.11;211;0.04;89;1.76;124;3.31;;
183;"Universidade de Mogi das Cruzes (UMC)";SP;Privada;0;0;177;5.07;161;1.93;129;0.74;148;2.4;;
183;"Centro Universitário de Araraquara (UNIARA)";SP;Privada;0;0;177;5.07;143;2.62;114;1.12;176;1.33;;
185;"Universidade Severino Sombra (USS)";RJ;Privada;0;0;179;5.05;169;1.63;112;1.17;152;2.25;;
186;"Universidade do Vale do Itajaí (UNIVALI)";SC;Privada;0;0;180;5.03;193;0.72;110;1.22;130;3.09;;
187;"Centro Universitário de Votuporanga (UNIFEV)";SP;Privada;;;181;5;94;4.47;;;197;0.53;0;0
188;"Faculdade de Medicina de Campos (FMC)";RJ;Privada;;;182;4.86;171;1.56;102;1.43;162;1.87;;
189;"Universidade José do Rosário Vellano (UNIFENAS)";MG;Privada;0;0;183;4.83;158;2.05;128;0.76;158;2.02;;
190;"Centro Universitário de Várzea Grande (UNIVAG)";MT;Privada;0;0;185;4.56;142;2.65;;;161;1.91;;
190;"Faculdade de Medicina de Barbacena (FAME)";MG;Privada;;;185;4.56;204;0.3;100;1.48;138;2.78;;
192;"Universidade do Extremo Sul Catarinense (UNESC)";SC;Privada;0;0;189;4.43;207;0.19;74;2.14;156;2.1;;
193;"Faculdade de Tecnologia e Ciências (FTC SALVADOR)";BA;Privada;0;0;190;4.42;175;1.4;132;0.66;149;2.36;;
194;"Centro Universitário de Caratinga (UNEC)";MG;Privada;;;191;4.28;120;3.49;154;0.1;193;0.69;;
195;"Instituto Master De Ensino Presidente Antônio Carlos (IMEPAC)";MG;Privada;;;192;4.03;190;0.83;;;127;3.2;;
196;"Centro Universitário da Faculdade de Saúde, Ciências Humanas e Tecnológicas do Piauí (NOVAFAPI)";PI;Privada;0;0;193;4.02;163;1.86;121;0.94;179;1.22;;
197;"Universidade Comunitária da Região de Chapecó (UNOCHAPECÓ)";SC;Pública;0;0;194;3.87;186;0.99;117;1.05;163;1.83;;
198;"Universidade Regional de Blumenau (FURB)";SC;Pública;;;195;3.77;180;1.21;62;2.45;208;0.11;0;0
199;"Centro Universitário das Faculdades Associadas de Ensino (UNIFAE)";SP;Pública;;;196;3.76;121;3.45;;;203;0.31;;
200;"Universidade Camilo Castelo Branco (UNICASTELO)";SP;Privada;0;0;197;3.63;170;1.59;145;0.33;166;1.71;;
201;"Centro Universitário do Espírito Santo (UNESC)";ES;Privada;;;198;3.59;167;1.71;153;0.13;165;1.75;;
202;"Faculdade Santa Maria (FSM)";PB;Privada;0;0;199;3.54;201;0.42;;;129;3.12;;
203;"Faculdade de Medicina Estácio de Juazeiro do Norte (FMJ)";CE;Privada;;;200;3.43;200;0.46;119;0.99;159;1.98;;
204;"Faculdade de Ciências Humanas, Econômicas e da Saúde de Araguaína (FAHESA / ITPAC)";TO;Privada;0;0;202;3.28;199;0.49;155;0.08;140;2.71;;
205;"Universidade do Oeste de Santa Catarina (UNOESC)";SC;Pública;0;0;205;2.67;195;0.65;101;1.45;196;0.57;;
206;"Faculdade de Medicina de Itajubá (FMIT)";MG;Privada;0;0;206;2.55;206;0.23;109;1.25;183;1.07;;
207;"Centro Universitário Tiradentes (FITS)";AL;Privada;;;207;2.36;191;0.8;;;170;1.56;;
208;"Faculdade Santa Marcelina (FASM)";SP;Privada;;;208;2.2;154;2.2;;;;;;
209;"Faculdade Presidente Antônio Carlos (FAPAC)";TO;Privada;;;209;1.95;202;0.38;156;0.05;171;1.52;;
210;"Faculdade Ingá";PR;Privada;0;0;210;1.72;205;0.27;;;173;1.45;;
211;"Universidade Vale do Rio Verde (UNINCOR)";MG;Privada;0;0;211;1.01;194;0.68;151;0.18;207;0.15;;
