Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
143;"Faculdades Integradas Vianna Júnior (FIVJ)";MG;Privada;;;123;8.03;155;1.27;9;3.8;115;2.96;;
144;"Centro Universitário de Araraquara (UNIARA)";SP;Privada;;;125;7.66;92;4.02;102;1.43;132;2.21;;
145;"Fundação Universidade Federal da Grande Dourados (UFGD)";MS;Pública;;;126;7.57;115;3.02;;;79;4.55;0;0
146;"Centro Universitário La Salle (UNILASALLE)";RS;Privada;0;0;129;7.24;103;3.54;32;3.21;171;0.49;;
147;"Centro Universitário Sant´Anna (UNISANT'ANNA)";SP;Privada;0;0;131;7.17;91;4.07;144;0.36;120;2.74;;
148;"Faculdades Integradas da Upis (UPIS)";DF;Privada;;;132;6.95;150;1.49;46;2.85;123;2.61;;
149;"Centro Universitário de Caratinga (UNEC)";MG;Privada;;;133;6.91;124;2.62;66;2.34;138;1.95;;
150;"Faculdade Esamc Sorocaba (ESAMC)";SP;Privada;;;140;6.17;171;0.57;30;3.26;129;2.34;;
151;"Universidade Nilton Lins (UNINILTONLINS)";AM;Privada;;;141;6.1;174;0.44;40;3.01;122;2.65;;
152;"Instituto de Ciências Sociais Aplicadas (UNEB)";DF;Privada;0;0;142;6.03;168;0.7;100;1.48;95;3.85;;
153;"Faculdade Alfredo Nasser (FAN)";GO;Privada;;;144;5.99;139;1.97;;;91;4.02;;
154;"Universidade Estadual de Mato Grosso do Sul (UEMS)";MS;Pública;;;146;5.74;130;2.36;119;0.99;128;2.39;;
155;"Centro Universitário de Bauru";SP;Privada;0;0;149;5.46;149;1.53;;;93;3.93;;
156;"Universidade Municipal de São Caetano do Sul (USCS)";SP;Pública;0;0;151;5.32;101;3.63;104;1.38;175;0.31;;
157;"Faculdade Moraes Júnior (FMJ - MACKENZIE RIO)";RJ;Privada;0;0;152;5.22;118;2.89;91;1.71;168;0.62;;
158;"Faculdades Adamantinenses Integradas (FAI)";SP;Pública;0;0;153;5;129;2.4;129;0.74;140;1.86;;
159;"Centro Universitário Para O Desenvolvimento do Alto Vale do Itajaí (UNIDAVI)";SC;Pública;0;0;154;4.99;154;1.31;71;2.22;149;1.46;;
160;"Centro Universitário Padre Anchieta (UNIANCHIETA)";SP;Privada;0;0;155;4.92;138;2.01;84;1.89;159;1.02;;
161;"Escola Superior de Administração e Gestão (ESAGS)";SP;Privada;0;0;156;4.86;83;4.42;;;172;0.44;;
162;"Faculdades Integradas de Patos (FIP)";PB;Privada;0;0;157;4.76;165;0.83;122;0.92;114;3.01;;
163;"Faculdade de Desenvolvimento do Rio Grande do Sul (FADERGS)";RS;Privada;;;158;4.22;140;1.92;;;130;2.3;0;0
164;"Faculdades Integradas Dom Pedro Ii (DOMPEDRO)";SP;Privada;0;0;159;4.09;175;0.39;51;2.73;160;0.97;;
165;"Centro Universitário Herminio Ometto (UNIARARAS)";SP;Privada;;;161;4.03;116;2.97;;;158;1.06;;
166;"Centro Universitário Moura Lacerda (CUML)";SP;Privada;0;0;162;4.01;157;1.18;52;2.7;179;0.13;;
167;"Faculdade Esamc Campinas (ESAMC)";SP;Privada;0;0;163;3.92;169;0.66;58;2.55;166;0.71;;
168;"Instituto Superior de Ciências Aplicadas (ISCA)";SP;Privada;0;0;164;3.73;176;0.35;72;2.19;155;1.19;;
168;"Centro Universitário das Faculdades Associadas de Ensino (UNIFAE)";SP;Pública;0;0;164;3.73;156;1.22;89;1.76;165;0.75;0;0
170;"Faculdades Integradas de Cacoal (UNESC)";RO;Privada;;;167;3.66;170;0.61;97;1.55;148;1.5;;
171;"Faculdade Esamc Santos (ESAMC)";SP;Privada;;;168;3.4;178;0.26;;;111;3.14;;
172;"Universidade Católica de Petrópolis (UCP)";RJ;Privada;0;0;169;3.34;161;1.01;98;1.53;164;0.8;;
173;"Faculdade de Educação Santa Terezinha (FEST)";MA;Privada;;;171;2.91;183;0.04;125;0.84;136;2.03;;
174;"Faculdade Horizontina (FAHOR)";RS;Privada;;;172;2.9;160;1.05;99;1.5;174;0.35;;
175;"Faculdade de Educação Superior do Paraná (FESPPR)";PR;Privada;0;0;173;2.7;142;1.84;133;0.64;177;0.22;;
176;"Faculdade Anhanguera de Rondonópolis (FAR)";MT;Privada;;;174;2.69;181;0.13;;;124;2.56;;
177;"Faculdade Anhanguera de Valinhos";SP;Privada;;;175;2.65;182;0.09;;;124;2.56;;
178;"Faculdades Oswaldo Cruz (FOC)";SP;Privada;;;176;2.47;145;1.71;154;0.1;167;0.66;;
179;"Universidade de Sorocaba (UNISO)";SP;Privada;;;178;2.43;147;1.62;147;0.28;170;0.53;;
180;"Faculdades Integradas Campos Salles (FICS)";SP;Privada;;;179;2.35;131;2.32;157;0.03;;;;
181;"Faculdade de Imperatriz (FACIMP)";MA;Privada;;;180;2.32;180;0.18;135;0.59;147;1.55;;
182;"Faculdade de Ciências Sociais Aplicadas do Sul de Minas (FACESM)";MG;Privada;;;181;1.97;159;1.09;139;0.48;173;0.4;;
183;"Faculdade Salesiana de Santa Teresa (FSST)";MS;Privada;;;182;1.81;172;0.53;;;153;1.28;;
184;"Faculdade de Ciências da Fundação Instituto Tecnológico de Osasco (FAC-FITO)";SP;Pública;;;183;0.92;163;0.92;;;;;;
