Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
337;"Faculdade Ibgen - Instituto Brasileiro de Gestão de Negócios (IBGEN)";RS;Privada;;;310;6.82;71;6.69;;;418;0.13;;
337;"Faculdade Santíssimo Sacramento (FSSS)";BA;Privada;;;310;6.82;248;3.36;219;1.12;301;2.34;;
339;"Faculdade Maurício de Nassau de Fortaleza (FMN Fortaleza)";CE;Privada;;;314;6.81;138;5.43;;;352;1.38;;
340;"Faculdades Integradas de Jahu (FIJ)";SP;Privada;;;315;6.8;80;6.52;;;410;0.28;;
341;"Faculdade do Espírito Santo (UNES)";ES;Privada;;;317;6.69;344;1.56;281;0.3;169;4.83;;
342;"Faculdade da Amazônia Ocidental (FAAO)";AC;Privada;0;0;318;6.64;375;0.98;194;1.45;202;4.21;;
343;"Faculdade Piauiense (FAP)";PI;Privada;;;319;6.62;208;4.11;;;292;2.51;;
344;"Instituto Taquaritinguense de Ensino Superior Dr. Aristides de Carvalho Schlobach (ITES)";SP;Privada;;;320;6.59;298;2.42;28;3.64;397;0.53;;
345;"Universidade Santa Úrsula (USU)";RJ;Privada;0;0;323;6.36;190;4.45;;;324;1.91;;
346;"Faculdade Ubaense Ozanam Coelho (FAGOC)";MG;Privada;;;325;6.32;188;4.49;;;328;1.83;;
347;"Faculdade Presidente Antônio Carlos de Teófilo Otoni (FUNEES Teófilo Otoni)";MG;Privada;;;327;6.28;409;0.34;284;0.26;124;5.68;;
348;"Centro Universitário do Cerrado-Patrocínio (UNICERP)";MG;Privada;;;328;6.27;361;1.24;76;3.01;318;2.02;;
349;"Faculdade União de Campo Mourão";PR;Privada;0;0;330;6.24;405;0.41;;;116;5.83;;
350;"Faculdade Maurício de Nassau de Campina Grande (FMN CG)";PB;Privada;0;0;332;6.23;213;4.02;;;308;2.21;;
351;"Centro Universitário Augusto Motta (UNISUAM)";RJ;Privada;0;0;333;6.2;143;5.33;;;379;0.87;;
352;"Faculdades Integradas de Cacoal (UNESC)";RO;Privada;;;335;6.08;286;2.65;230;0.98;295;2.45;;
353;"Faculdade Cidade de Patos de Minas (FPM)";MG;Privada;0;0;336;6.06;357;1.32;224;1.06;230;3.68;;
354;"Faculdade de Filosofia Ciências e Letras de Alegre (FAFIA)";ES;Pública;;;337;6.05;314;2.12;211;1.23;282;2.7;;
355;"Faculdade Metropolitana de Maringá";PR;Privada;;;338;6.04;231;3.68;;;300;2.36;;
356;"Faculdade de Ciências Médicas de Minas Gerais (FCMMG)";MG;Privada;0;0;339;6;153;5.15;;;380;0.85;;
