Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
66;"Centro Universitário Una (UNA)";MG;Privada;39;27.71;205;12.01;156;6.15;85;3.41;463;2.45;0;0
67;"Centro Universitário do Estado do Pará (CESUPA)";PA;Privada;39;27.71;212;11.87;260;4.91;249;2.26;276;4.7;;
68;"Universidade de Passo Fundo (UPF)";RS;Privada;39;27.71;213;11.83;112;6.68;373;1.39;354;3.76;;
69;"Universidade do Sul de Santa Catarina (UNISUL)";SC;Privada;39;27.71;216;11.77;205;5.57;232;2.38;349;3.82;;
70;"Universidade São Judas Tadeu (USJT)";SP;Privada;39;27.71;224;11.64;124;6.53;122;3.15;504;1.96;;
71;"Universidade do Grande Rio Professor José de Souza Herdy (UNIGRANRIO)";RJ;Privada;39;27.71;232;11.55;433;2.85;211;2.53;153;6.17;;
72;"Universidade Luterana do Brasil (ULBRA)";RS;Privada;39;27.71;245;11.3;330;4.08;248;2.27;255;4.95;;
73;"Centro Universitário das Faculdades Metropolitanas Unidas (FMU)";SP;Privada;17;32.51;502;6.37;430;2.89;;;377;3.48;;
74;"Universidade Veiga de Almeida (UVA)";RJ;Privada;39;27.71;253;11.11;91;6.93;412;1.12;412;3.06;;
75;"Faculdades Integradas Espírito Santenses (FAESA I)";ES;Privada;39;27.71;257;10.96;334;4.03;142;3.01;341;3.92;;
76;"Universidade Católica de Brasília (UCB)";DF;Privada;39;27.71;258;10.93;239;5.16;312;1.82;338;3.95;;
77;"Centro Universitário Maurício de Nassau (UNINASSAU)";PE;Privada;39;27.71;283;10.45;313;4.28;144;3;403;3.17;;
78;"Universidade Regional de Blumenau (FURB)";SC;Pública;39;27.71;315;9.62;234;5.22;81;3.44;587;0.96;0;0
79;"Universidade da Amazônia (UNAMA)";PA;Privada;39;27.71;342;9.17;212;5.48;493;0.55;406;3.14;;
80;"Universidade de Cuiabá (UNIC / PITÁGORAS)";MT;Privada;39;27.71;355;8.97;449;2.66;458;0.8;208;5.51;;
81;"Universidade Federal de São João Del Rei (UFSJ)";MG;Pública;88;17.02;33;19.31;46;7.46;22;3.85;1;8;;
82;"Universidade Federal de Santa Maria (UFSM)";RS;Pública;88;17.02;34;19.29;26;7.7;59;3.59;1;8;0;0
83;"Centro Universitário de Brasília (UNICEUB)";DF;Privada;39;27.71;383;8.44;179;5.88;446;0.88;527;1.68;;
84;"Faculdade Impacta de Tecnologia (FIT)";SP;Privada;39;27.71;396;8.3;315;4.26;129;3.1;589;0.94;;
85;"Universidade Estadual de Londrina (UEL)";PR;Pública;88;17.02;45;18.65;25;7.71;152;2.94;1;8;;
86;"Universidade Federal de Lavras (UFLA)";MG;Pública;88;17.02;46;18.63;22;7.75;161;2.88;1;8;;
87;"Universidade Comunitária da Região de Chapecó (UNOCHAPECÓ)";SC;Pública;39;27.71;418;7.92;544;1.53;399;1.21;236;5.18;;
