Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
98;"Pontifícia Universidade Católica do Paraná (PUCPR)";PR;Privada;0;0;92;10.28;99;4.25;55;2.53;118;3.5;0;0
99;"Centro Universitário Luterano de Ji-Paraná (CEULJI/ULBRA)";RO;Privada;;;93;10.02;177;1.26;120;0.76;1;8;;
100;"Centro Universitário de Mineiros (UNIFIMES)";GO;Pública;;;94;9.98;164;1.76;140;0.22;1;8;;
101;"Universidade do Oeste Paulista (UNOESTE)";SP;Privada;0;0;95;9.96;61;5.7;117;0.84;120;3.42;0;0
102;"Universidade Estadual do Maranhão (UEMA)";MA;Pública;;;96;9.95;109;3.87;70;2.12;106;3.96;;
103;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (IFRS)";RS;Pública;;;97;9.9;71;5.32;;;90;4.58;;
104;"Universidade de Marília (UNIMAR)";SP;Privada;0;0;98;9.84;44;6.35;116;0.87;141;2.62;;
105;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará (IFCE)";CE;Pública;;;99;9.8;163;1.8;;;1;8;;
106;"Universidade Federal da Fronteira Sul (UFFS)";SC;Pública;;;100;9.78;67;5.47;;;97;4.31;0;0
107;"Faculdade de Filosofia e Ciências Humanas de Goiatuba (FAFICH)";GO;Pública;;;101;9.76;169;1.57;141;0.19;1;8;;
108;"Faculdades Integradas de Ourinhos (FIO)";SP;Privada;0;0;102;9.71;98;4.29;76;1.96;119;3.46;;
109;"Universidade Estadual do Piauí (UESPI)";PI;Pública;0;0;104;9.61;120;3.45;83;1.77;95;4.39;;
110;"Faculdade Montes Belos (FMB)";GO;Privada;;;105;9.54;75;5.17;143;0.14;99;4.23;;
111;"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco (IFPE)";PE;Pública;;;106;9.53;170;1.53;;;1;8;;
112;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";PE;Pública;;;108;9.42;173;1.42;;;1;8;;
113;"Centro Universitário da Fundação Educacional de Barretos (UNIFEB)";SP;Privada;;;109;9.37;23;7.16;105;1.17;182;1.04;;
114;"Universidade Luterana do Brasil (ULBRA)";RS;Privada;;;110;9.26;121;3.41;73;2.04;110;3.81;;
115;"Universidade Regional do Noroeste do Estado do Rio Grande do Sul (UNIJUI)";RS;Privada;0;0;111;9.21;112;3.75;66;2.23;125;3.23;0;0
116;"Universidade de Taubaté (UNITAU)";SP;Pública;;;114;8.67;82;4.9;;;111;3.77;;
