Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
124;"Faculdades Integradas de Patos (FIP)";PB;Privada;74;15.47;388;5.19;271;3.42;224;1.51;450;0.26;;
125;"Centro Universitário do Norte (UNINORTE)";AM;Privada;74;15.47;391;5.13;356;1.98;304;0.62;318;2.53;;
126;"Faculdade de Ciências Humanas de Olinda (FACHO)";PE;Privada;74;15.47;399;4.91;343;2.2;253;1.18;376;1.53;;
126;"Faculdade de Filosofia Ciências e Letras de Caruaru (FAFICA)";PE;Privada;74;15.47;399;4.91;393;1.36;160;2.22;388;1.33;;
128;"Universidade Federal de Lavras (UFLA)";MG;Pública;0;0;24;19.43;14;7.78;32;3.65;1;8;;
129;"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)";MG;Pública;;;25;19.41;34;7.44;4;3.97;1;8;;
130;"Centro Federal de Educação Tecnológica de Minas Gerais (CEFET/MG)";MG;Pública;;;27;19.31;28;7.54;22;3.77;1;8;;
131;"Universidade Federal de Alfenas (UNIFAL-MG)";MG;Pública;0;0;31;18.89;61;6.98;9;3.91;1;8;;
132;"Fundação Universidade Federal do Pampa (UNIPAMPA)";RS;Pública;;;32;18.66;42;7.31;59;3.35;1;8;;
133;"Universidade Federal da Fronteira Sul (UFFS)";SC;Pública;0;0;36;18.45;82;6.63;17;3.82;1;8;;
134;"Universidade Federal do Rio Grande (FURG)";RS;Pública;0;0;38;18.37;31;7.49;101;2.88;1;8;;
135;"Universidade Federal do Triângulo Mineiro (UFTM)";MG;Pública;0;0;41;18.03;110;6.15;12;3.88;1;8;0;0
136;"Universidade Tecnológica Federal do Paraná (UTFPR)";PR;Pública;0;0;42;18;97;6.37;34;3.63;1;8;0;0
137;"Universidade Feevale (FEEVALE)";RS;Privada;0;0;46;17.57;78;6.7;102;2.87;1;8;;
138;"Faculdade Dom Pedro Ii (FDPII)";BA;Privada;;;48;17.51;50;7.17;150;2.34;1;8;;
139;"União de Escolas Superiores da Funeso (UNESF)";PE;Privada;74;15.47;457;1.83;375;1.66;344;0.17;;;;
140;"União das Faculdades dos Grandes Lagos (UNILAGO)";SP;Privada;;;52;17.29;117;6.03;67;3.26;1;8;;
141;"Faculdade Integrada da Grande Fortaleza (FGF)";CE;Privada;;;54;16.73;123;5.93;108;2.8;1;8;;
142;"Faculdade Capixaba da Serra (MULTIVIX)";ES;Privada;;;58;16.34;68;6.86;227;1.48;1;8;;
143;"Faculdade Capixaba de Nova Venécia (MULTIVIX)";ES;Privada;0;0;60;16.14;150;5.48;121;2.66;1;8;;
144;"Faculdade Nossa Cidade (FNC)";SP;Privada;;;61;16.13;49;7.19;275;0.94;1;8;;
145;"Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB)";CE;Pública;0;0;63;16;1;8;;;1;8;;
146;"Universidade Federal Do Sul Da Bahia (UFESBA)";BA;Pública;;;64;15.97;3;7.97;;;1;8;;
147;"Faculdade de Ciências Humanas e Sociais (FACULDADE AGES)";BA;Privada;;;65;15.95;163;5.25;117;2.7;1;8;;
148;"Centro Universitário Moacyr Sreder Bastos (UNIMSB)";RJ;Privada;0;0;66;15.63;23;7.63;;;1;8;;
149;"Universidade Federal da Integração Latino-Americana (UNILA)";PR;Pública;;;67;15.58;26;7.58;;;1;8;;
150;"Faculdade Norte Capixaba de São Mateus (MULTIVIX)";ES;Privada;0;0;68;15.57;234;4.05;44;3.52;1;8;;
151;"Centro Universitário Monte Serrat (UNIMONTE)";SP;Privada;0;0;71;15.27;44;7.27;;;1;8;;
152;"Centro Universitário Univates (UNIVATES)";RS;Privada;0;0;72;15.24;91;6.48;38;3.59;165;5.17;;
153;"Fundação Universidade Federal de Rondônia (UNIR)";RO;Pública;0;0;73;15.21;108;6.19;268;1.02;1;8;;
154;"Faculdade Projeção de Sobradinho (FAPRO)";DF;Privada;0;0;74;15.2;48;7.2;;;1;8;;
155;"Centro Universitário Campos de Andrade (UNIANDRADE)";PR;Privada;;;76;15.14;52;7.14;;;1;8;;
156;"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP)";SP;Pública;;;77;15.1;54;7.1;;;1;8;;
157;"Faculdade Unime de Educação e Comunicação (FEC)";BA;Privada;0;0;78;15.09;89;6.51;82;3.1;147;5.48;;
158;"Faculdade São Luís de França (FSLF)";SE;Privada;0;0;79;15.06;127;5.86;252;1.2;1;8;;
159;"Faculdade Estácio Cotia (FAAC)";SP;Privada;;;80;15;60;7;;;1;8;;
160;"Centro Universitário Facvest (FACVEST)";SC;Privada;;;81;14.95;63;6.95;;;1;8;;
161;"Universidade Federal de Roraima (UFRR)";RR;Pública;0;0;83;14.88;191;4.78;171;2.1;1;8;;
162;"Universidade Católica de Pelotas (UCPEL)";RS;Privada;0;0;85;14.74;70;6.83;128;2.58;156;5.33;;
